spp_code,rmin_binned,VD.median,MST.median,ER.median,CR.median,spp_name_ucbg,spp_name_WP,canonical_author,genus_WP,family_WP,order_apg4,clade,sampling_date_YYYYMMDD,collectors,accession_number,ucbg_bed,ucbg_area,growth_form,evol_distinct
Cri_pat,0.5,4.171208508,0.6931643765,0.6873223795,0.676750713,Crimodendron patagua,Crinodendron patagua,Molina,Crinodendron,Elaeocarpaceae,Oxalidales,rosids,20210426,"Mickey, Adrian, Noah",541123,608,South-America,tree,0.1452
Cri_pat,1,2.810143489,0.759375468,1.0053377010000002,0.596826142,Crimodendron patagua,Crinodendron patagua,Molina,Crinodendron,Elaeocarpaceae,Oxalidales,rosids,20210426,"Mickey, Adrian, Noah",541123,608,South-America,tree,0.1452
Cri_pat,1.5,0.278666917,0.99119456,2.118269256,0.359149981,Crimodendron patagua,Crinodendron patagua,Molina,Crinodendron,Elaeocarpaceae,Oxalidales,rosids,20210426,"Mickey, Adrian, Noah",541123,608,South-America,tree,0.1452
Cup_nud,0.5,8.183116765,0.546736771,0.7672005129999999,0.657313163,Cuphea nudicostata,Cuphea nudicostata,Hemsl.,Cuphea,Lythraceae,Myrtales,rosids,20210719,"Ilaine, Sonoma, Lisa, Nguyen, Eric",900446,353,Mexico/Central America,shrub,0.0792
Cup_nud,1,4.943692938,0.70470779,0.91872862,0.517899466,Cuphea nudicostata,Cuphea nudicostata,Hemsl.,Cuphea,Lythraceae,Myrtales,rosids,20210719,"Ilaine, Sonoma, Lisa, Nguyen, Eric",900446,353,Mexico/Central America,shrub,0.0792
Cup_nud,1.5,0.217099341,0.995355056,2.613130465,0.285955696,Cuphea nudicostata,Cuphea nudicostata,Hemsl.,Cuphea,Lythraceae,Myrtales,rosids,20210719,"Ilaine, Sonoma, Lisa, Nguyen, Eric",900446,353,Mexico/Central America,shrub,0.0792
Cus_spi,0.5,5.252811983,0.630082765,0.7913028339999999,0.629850324,Cussonia spicata,Cussonia spicata,Thunb.,Cussonia,Araliaceae,Apiales,asterids,20210222; 20210630,"Ilaine, Mickey, Adrian; Mickey, Adrian, James, Lisa, Ethan",730574,142,Africa,tree,0.0387
Cus_spi,1,3.939795136,0.7394930285000001,0.857873909,0.4773035405,Cussonia spicata,Cussonia spicata,Thunb.,Cussonia,Araliaceae,Apiales,asterids,20210222; 20210630,"Ilaine, Mickey, Adrian; Mickey, Adrian, James, Lisa, Ethan",730574,142,Africa,tree,0.0387
Cus_spi,1.5,0.144273494,0.960900952,1.402784118,0.237777618,Cussonia spicata,Cussonia spicata,Thunb.,Cussonia,Araliaceae,Apiales,asterids,20210222; 20210630,"Ilaine, Mickey, Adrian; Mickey, Adrian, James, Lisa, Ethan",730574,142,Africa,tree,0.0387
Cya_ful,0.5,3.158056218,0.595651954,1.1507276279999998,0.573579586,Cyathea fulva,Cyathea fulva,(M. Martens & Galeotti) Fée,Cyathea,Cyatheaceae,Cyatheales,ferns,20210719; 2021004,"Ilaine, Sonoma, Lisa, Nguyen, Eric; Mickey, Eric",20120101,352,Mexico/Central America,tree,0.1583
Cya_ful,1,2.728775261,0.6545055104999999,1.8428658295,0.520378156,Cyathea fulva,Cyathea fulva,(M. Martens & Galeotti) Fée,Cyathea,Cyatheaceae,Cyatheales,ferns,20210719; 2021004,"Ilaine, Sonoma, Lisa, Nguyen, Eric; Mickey, Eric",20120101,352,Mexico/Central America,tree,0.1583
Cya_ful,1.5,1.394748378,0.864630476,3.3234652359999997,0.043927814,Cyathea fulva,Cyathea fulva,(M. Martens & Galeotti) Fée,Cyathea,Cyatheaceae,Cyatheales,ferns,20210719; 2021004,"Ilaine, Sonoma, Lisa, Nguyen, Eric; Mickey, Eric",20120101,352,Mexico/Central America,tree,0.1583
Cyc_bip,0.5,4.269780428,0.429199941,2.009321074,0.5626941480000001,Cyclanthus bipartidus,Cyclanthus bipartitus,Poit. ex A. Rich.,Cyclanthus,Cyclanthaceae,Pandanales,monocots,20210818,"Ilaine, Mickey, James, Adrian, Sonoma",931315,Greenhouse 2,Tropical house,herb,0.0338
Cyc_bip,1,3.0885436244999998,0.5622313505000001,1.635072008,0.5434390235,Cyclanthus bipartidus,Cyclanthus bipartitus,Poit. ex A. Rich.,Cyclanthus,Cyclanthaceae,Pandanales,monocots,20210818,"Ilaine, Mickey, James, Adrian, Sonoma",931315,Greenhouse 2,Tropical house,herb,0.0338
Cyc_bip,1.5,0.531448886,0.932265726,6.061923329,0.225417468,Cyclanthus bipartidus,Cyclanthus bipartitus,Poit. ex A. Rich.,Cyclanthus,Cyclanthaceae,Pandanales,monocots,20210818,"Ilaine, Mickey, James, Adrian, Sonoma",931315,Greenhouse 2,Tropical house,herb,0.0338
Dap_him,0.5,3.195215259,0.786131366,0.648547923,0.601562041,Daphniphyllum himalayensi,Daphniphyllum himalayense,(Benth.) Müll. Arg.,Daphniphyllum,Daphniphyllaceae,Saxifragales,basal eudicots,20210310,"Mickey, Adrian",20020188,220B,Asia,tree,0.1171
Dap_him,1,2.464635642,0.841184967,0.7029015890000001,0.582550191,Daphniphyllum himalayensi,Daphniphyllum himalayense,(Benth.) Müll. Arg.,Daphniphyllum,Daphniphyllaceae,Saxifragales,basal eudicots,20210310,"Mickey, Adrian",20020188,220B,Asia,tree,0.1171
Dap_him,1.5,0.360332787,0.968142799,4.638313732,0.279618188,Daphniphyllum himalayensi,Daphniphyllum himalayense,(Benth.) Müll. Arg.,Daphniphyllum,Daphniphyllaceae,Saxifragales,basal eudicots,20210310,"Mickey, Adrian",20020188,220B,Asia,tree,0.1171
Del_fis,0.5,8.4828453,0.563070141,0.7510726555,0.6984854385,Delphinium fissum,Delphinium fissum,Waldst.,Delphinium,Ranunculaceae,Ranunculales,basal eudicots,20210517,"Mickey, Ilaine, Gideon",20020423,709,Mediterranean,herb,0.038
Del_fis,1,5.736141118,0.725609229,0.92026864,0.520495613,Delphinium fissum,Delphinium fissum,Waldst.,Delphinium,Ranunculaceae,Ranunculales,basal eudicots,20210517,"Mickey, Ilaine, Gideon",20020423,709,Mediterranean,herb,0.038
Del_fis,1.5,0.079053809,0.992363568,0.46486762299999995,0.080292935,Delphinium fissum,Delphinium fissum,Waldst.,Delphinium,Ranunculaceae,Ranunculales,basal eudicots,20210517,"Mickey, Ilaine, Gideon",20020423,709,Mediterranean,herb,0.038
Des_spi,0.5,2.421968652,0.784611693,0.6529822940000001,0.397781627,Desfontainia spinosa,Desfontainia spinosa,Ruiz & Pav.,Desfontainia,Columelliaceae,Bruniales,asterids,20210428,"Mickey, Adrian, Noah",830792,658,South-America,tree,0.2144
Des_spi,1,1.684734591,0.828426533,0.9148325369999999,0.456829037,Desfontainia spinosa,Desfontainia spinosa,Ruiz & Pav.,Desfontainia,Columelliaceae,Bruniales,asterids,20210428,"Mickey, Adrian, Noah",830792,658,South-America,tree,0.2144
Des_spi,1.5,0.204235393,1,0.607461877,0.404502135,Desfontainia spinosa,Desfontainia spinosa,Ruiz & Pav.,Desfontainia,Columelliaceae,Bruniales,asterids,20210428,"Mickey, Adrian, Noah",830792,658,South-America,tree,0.2144
Dic_ant,0.5,2.845142757,0.632583512,1.560109851,0.332421998,Dicksonia antarctica,Dicksonia antarctica,Labill.,Dicksonia,Dicksoniaceae,Cyatheales,ferns,20210419; 20210929,"Mickey, Adrian; Ilaine, James, Mickey",941056,508,Australasia,tree,0.0655
Dic_ant,1,1.402993445,0.887826096,1.566818457,0.362761716,Dicksonia antarctica,Dicksonia antarctica,Labill.,Dicksonia,Dicksoniaceae,Cyatheales,ferns,20210419; 20210929,"Mickey, Adrian; Ilaine, James, Mickey",941056,508,Australasia,tree,0.0655
Dic_feb,0.5,1.44806106,0.721742274,1.055264502,0.519780408,Dichroa febrifuga,Hydrangea febrifuga,Lour.,Hydrangea,Hydrangeaceae,Cornales,asterids,20210301,"Ilaine, Mickey, Adrian, Eric",20100254,236,Asia,shrub,0.1138
Dic_feb,1,0.537324281,0.839982495,2.9704762345,0.3474612345,Dichroa febrifuga,Hydrangea febrifuga,Lour.,Hydrangea,Hydrangeaceae,Cornales,asterids,20210301,"Ilaine, Mickey, Adrian, Eric",20100254,236,Asia,shrub,0.1138
Dic_squ,0.5,2.225528032,0.770793248,1.8035735960000001,0.258673199,Dicksonia squarrosa,Dicksonia squarrosa,(G. Forst.) Sw.,Dicksonia,Dicksoniaceae,Cyatheales,ferns,20210419; 20210907,"Mickey, Adrian; Ilaine, Mickey, James",20100344,508,Australasia,tree,0.0655
Dic_squ,1,2.008515941,0.815444573,1.0075163420000002,0.029273602,Dicksonia squarrosa,Dicksonia squarrosa,(G. Forst.) Sw.,Dicksonia,Dicksoniaceae,Cyatheales,ferns,20210419; 20210907,"Mickey, Adrian; Ilaine, Mickey, James",20100344,508,Australasia,tree,0.0655
Dic_squ,1.5,1.018639559,0.914904146,1.1855504630000002,0.153109048,Dicksonia squarrosa,Dicksonia squarrosa,(G. Forst.) Sw.,Dicksonia,Dicksoniaceae,Cyatheales,ferns,20210419; 20210907,"Mickey, Adrian; Ilaine, Mickey, James",20100344,508,Australasia,tree,0.0655
Dio_lyc,0.5,3.595545966,0.6516116845,0.721820646,0.573765541,Diospyros lycioides,Diospyros lycioides,Desf.,Diospyros,Ebenaceae,Ericales,asterids,20210210,"Ilaine, Mickey",491820,144,Africa,tree,0.0883
Dio_lyc,1,0.7912204860000001,0.926677844,2.057657591,0.381161077,Diospyros lycioides,Diospyros lycioides,Desf.,Diospyros,Ebenaceae,Ericales,asterids,20210210,"Ilaine, Mickey",491820,144,Africa,tree,0.0883
Dio_pol,0.5,4.5293882315,0.7304938110000001,0.689718299,0.643712852,Dioscorea polystachya,Dioscorea oppositifolia,Turcz.,Dioscorea,Dioscoreaceae,Dioscoreales,monocots,20210818,"Ilaine, Mickey, James, Adrian, Sonoma",700034,Greenhouse 2,Tropical house,climbing,0.0299
Dio_pol,1,2.8498253675000003,0.7581603800000001,0.8187467549999999,0.6097601615,Dioscorea polystachya,Dioscorea oppositifolia,Turcz.,Dioscorea,Dioscoreaceae,Dioscoreales,monocots,20210818,"Ilaine, Mickey, James, Adrian, Sonoma",700034,Greenhouse 2,Tropical house,climbing,0.0299
Dio_pol,1.5,0.2427974355,0.993654496,1.53327157,0.5274035225,Dioscorea polystachya,Dioscorea oppositifolia,Turcz.,Dioscorea,Dioscoreaceae,Dioscoreales,monocots,20210818,"Ilaine, Mickey, James, Adrian, Sonoma",700034,Greenhouse 2,Tropical house,climbing,0.0299
Dip_esc,0.5,4.380460958,0.575418336,2.654120986,0.502005235,Diplazium esculentum,Diplazium esculentum,(Retz.) Sw.,Diplazium,Athyriaceae,Polypodiales,ferns,20210414; 20210610,"Mickey, Adrian, Ilaine; Mickey, James",560655,511B,Australasia,herb,0.0719
Dip_esc,1,3.037467192,0.666508467,2.751171777,0.092337705,Diplazium esculentum,Diplazium esculentum,(Retz.) Sw.,Diplazium,Athyriaceae,Polypodiales,ferns,20210414; 20210610,"Mickey, Adrian, Ilaine; Mickey, James",560655,511B,Australasia,herb,0.0719
Dip_esc,1.5,0.2628325185,1,3.1643293155,0.126030897,Diplazium esculentum,Diplazium esculentum,(Retz.) Sw.,Diplazium,Athyriaceae,Polypodiales,ferns,20210414; 20210610,"Mickey, Adrian, Ilaine; Mickey, James",560655,511B,Australasia,herb,0.0719
Dir_occ,0.5,9.2245815329999985,0.5948235175000001,0.652970658,0.6766238525,Dirca occidentais,Dirca occidentalis,A. Gray,Dirca,Thymelaeaceae,Malvales,rosids,20210609,"Mickey, Adrian, James, Somona, Sophia",870079,22A,California,shrub,0.0555
Dir_occ,1,6.41359051,0.7336439425000001,0.6488956925,0.646379032,Dirca occidentais,Dirca occidentalis,A. Gray,Dirca,Thymelaeaceae,Malvales,rosids,20210609,"Mickey, Adrian, James, Somona, Sophia",870079,22A,California,shrub,0.0555
Dir_occ,1.5,0.391708253,0.981383434,0.175127617,0.805756596,Dirca occidentais,Dirca occidentalis,A. Gray,Dirca,Thymelaeaceae,Malvales,rosids,20210609,"Mickey, Adrian, James, Somona, Sophia",870079,22A,California,shrub,0.0555
Doo_asp,0.5,1.8640700204999998,0.6033033139999999,0.9232175045,0.6240510699999999,Doodia aspera,Doodia aspera,R. Br.,Doodia,Blechnaceae,Polypodiales,ferns,20210419; 20210929,"Mickey; Ilaine, James, Mickey",541237,508,Australasia,herb,0.0689
Doo_asp,1,1.703535618,0.6601581910000001,0.9128353825000001,0.2109589855,Doodia aspera,Doodia aspera,R. Br.,Doodia,Blechnaceae,Polypodiales,ferns,20210419; 20210929,"Mickey; Ilaine, James, Mickey",541237,508,Australasia,herb,0.0689
Doo_asp,1.5,1.1551126675,0.8730519754999999,0.891351429,0.3496699815,Doodia aspera,Doodia aspera,R. Br.,Doodia,Blechnaceae,Polypodiales,ferns,20210419; 20210929,"Mickey; Ilaine, James, Mickey",541237,508,Australasia,herb,0.0689
Dry_rem,0.5,1.990707693,0.917634309,0.675693823,0.957428561,Dryopteris remosa,Dryopteris ramosa,(C. Hope) C. Chr.,Dryopteris,Dryopteridaceae,Polypodiales,ferns,20210421,"Mickey, Adrian,Jason",980390,500,Australasia,herb,0.083
Dry_rem,1,0.7992010700000001,0.9269446335,2.4506950969999997,0.13202703049999998,Dryopteris remosa,Dryopteris ramosa,(C. Hope) C. Chr.,Dryopteris,Dryopteridaceae,Polypodiales,ferns,20210421,"Mickey, Adrian,Jason",980390,500,Australasia,herb,0.083
Dry_rem,1.5,0.036072178,1,2.050799153,0.10619114,Dryopteris remosa,Dryopteris ramosa,(C. Hope) C. Chr.,Dryopteris,Dryopteridaceae,Polypodiales,ferns,20210421,"Mickey, Adrian,Jason",980390,500,Australasia,herb,0.083
Ehr_acu,0.5,5.681048819500001,0.60399717,0.5855866750000001,0.7275992410000001,Ehretia acuminata,Ehretia acuminata,R. Br.,Ehretia,Boraginaceae,Boraginales,asterids,20210208,"Mickey, Somona, Ethan",980746,513,Australasia,tree,0.0972
Ehr_acu,1,3.860112471,0.683425567,0.625952369,0.686539754,Ehretia acuminata,Ehretia acuminata,R. Br.,Ehretia,Boraginaceae,Boraginales,asterids,20210208,"Mickey, Somona, Ethan",980746,513,Australasia,tree,0.0972
Ehr_acu,1.5,0.3731415215,0.9801875785,2.9926915259999998,0.286912991,Ehretia acuminata,Ehretia acuminata,R. Br.,Ehretia,Boraginaceae,Boraginales,asterids,20210208,"Mickey, Somona, Ethan",980746,513,Australasia,tree,0.0972
Equ_tel,1,1.735316568,0.942415963,58.526587875000004,0.036886356999999995,Equisetum telmateia,Equisetum telmateia,Ehrh.,Equisetum,Equisetaceae,Equisetales,ferns,20210616; 20211004,"Mickey, Adrian, Somona, James, Sophia; Mickey, Eric",750357,80,California,herb,0.5569
Equ_tel,1.5,1.5539422325,1,35.148620275,0.06781479,Equisetum telmateia,Equisetum telmateia,Ehrh.,Equisetum,Equisetaceae,Equisetales,ferns,20210616; 20211004,"Mickey, Adrian, Somona, James, Sophia; Mickey, Eric",750357,80,California,herb,0.5569
Esc_her,0.5,8.010344549,0.644477563,0.656383196,0.666415048,Escallonia herrerae,Escallonia herrerae,Mattf.,Escallonia,Escalloniaceae,Escalloniales,asterids,20210428,"Mickey, Adrian, Noah",640493,651,South-America,tree,0.131
Esc_her,1,5.641327604,0.765917685,0.641418754,0.657213589,Escallonia herrerae,Escallonia herrerae,Mattf.,Escallonia,Escalloniaceae,Escalloniales,asterids,20210428,"Mickey, Adrian, Noah",640493,651,South-America,tree,0.131
Esc_her,1.5,0.350820822,0.971920693,5.262656285,0.200399496,Escallonia herrerae,Escallonia herrerae,Mattf.,Escallonia,Escalloniaceae,Escalloniales,asterids,20210428,"Mickey, Adrian, Noah",640493,651,South-America,tree,0.131
Euc_cri,0.5,5.987125511,0.595691337,0.9172027089999999,0.64278159,Euclea crispa,Euclea crispa,(Thunb.) Gürke,Euclea,Ebenaceae,Ericales,asterids,20210222,"Ilaine, Mickey, Adrian",20060645,141,Asia,tree,0.0883
Euc_cri,1,4.040471166,0.7135808625,0.8964036795,0.57505228,Euclea crispa,Euclea crispa,(Thunb.) Gürke,Euclea,Ebenaceae,Ericales,asterids,20210222,"Ilaine, Mickey, Adrian",20060645,141,Asia,tree,0.0883
Euc_cri,1.5,0.269182342,1,1.3918364185,0.475403185,Euclea crispa,Euclea crispa,(Thunb.) Gürke,Euclea,Ebenaceae,Ericales,asterids,20210222,"Ilaine, Mickey, Adrian",20060645,141,Asia,tree,0.0883
Eur_jap,0.5,4.5773279375,0.756806774,0.9234395825,0.5941894160000001,Eurya japonica,Eurya japonica,Thunb.,Eurya,Pentaphylacaceae,Ericales,asterids,20210315,"Mickey, Ilaine, Adrian, Eric",610733,220C,Asia,tree,0.0714
Eur_jap,1,2.917060822,0.78456295,1.028049217,0.594128304,Eurya japonica,Eurya japonica,Thunb.,Eurya,Pentaphylacaceae,Ericales,asterids,20210315,"Mickey, Ilaine, Adrian, Eric",610733,220C,Asia,tree,0.0714
Eur_jap,1.5,0.68833564,0.947752792,1.913481386,0.41841169300000003,Eurya japonica,Eurya japonica,Thunb.,Eurya,Pentaphylacaceae,Ericales,asterids,20210315,"Mickey, Ilaine, Adrian, Eric",610733,220C,Asia,tree,0.0714
Eus_jap,0.5,9.230452726,0.559501229,0.6909627,0.70611378,Euscaphis japonica,Staphylea japonica,(Thunb.) Kanitz,Staphylea,Staphyleaceae,Crossosomatales,rosids,20210823,Mickey James,20050371,222,Asia,tree,0.1138
Eus_jap,1,5.938440939,0.732000966,0.796290672,0.53160587,Euscaphis japonica,Staphylea japonica,(Thunb.) Kanitz,Staphylea,Staphyleaceae,Crossosomatales,rosids,20210823,Mickey James,20050371,222,Asia,tree,0.1138
Eus_jap,1.5,0.278596032,0.97167371,1.8353721859999999,0.301880287,Euscaphis japonica,Staphylea japonica,(Thunb.) Kanitz,Staphylea,Staphyleaceae,Crossosomatales,rosids,20210823,Mickey James,20050371,222,Asia,tree,0.1138
Fra_son,0.5,2.734896024,0.744927405,0.625202536,0.56042735,Francoa sonchifolia,Francoa appendiculata,Cav.,Francoa,Francoaceae,Geraniales,rosids,20210426,"Mickey, Adrian, Noah",831525,609,South-America,herb,0.1025
Fra_son,1,2.342829917,0.787389881,0.6385620685000001,0.600518991,Francoa sonchifolia,Francoa appendiculata,Cav.,Francoa,Francoaceae,Geraniales,rosids,20210426,"Mickey, Adrian, Noah",831525,609,South-America,herb,0.1025
Fra_son,1.5,1.2329774375,0.8775793305,0.727858653,0.538837717,Francoa sonchifolia,Francoa appendiculata,Cav.,Francoa,Francoaceae,Geraniales,rosids,20210426,"Mickey, Adrian, Noah",831525,609,South-America,herb,0.1025
Gom_keu,0.5,5.209053961,0.590060108,0.732657376,0.6661951615,Gomortega keule,Gomortega keule,(Molina) Baill.,Gomortega,Gomortegaceae,Laurales,basal angiosperms,20210428,"Mickey, Adrian, Noah",20010213,653,South-America,tree,0.2423
Gom_keu,1,4.361472309,0.6956184679999999,0.752942322,0.5657225195,Gomortega keule,Gomortega keule,(Molina) Baill.,Gomortega,Gomortegaceae,Laurales,basal angiosperms,20210428,"Mickey, Adrian, Noah",20010213,653,South-America,tree,0.2423
Gom_keu,1.5,1.186674886,0.928702767,1.073898218,0.484847262,Gomortega keule,Gomortega keule,(Molina) Baill.,Gomortega,Gomortegaceae,Laurales,basal angiosperms,20210428,"Mickey, Adrian, Noah",20010213,653,South-America,tree,0.2423
Hel_chi,0.5,2.3933017055,0.7720268020000001,0.8772606685,0.625187461,Helwingia chinensis,Helwingia chinensis,Batalin,Helwingia,Helwingiaceae,Aquifoliales,asterids,20210301,"Ilaine, Mickey, Adrian, Eric",20020209,234,Asia,tree,0.1071
Hel_chi,1,1.489891083,0.834686861,1.882886832,0.46985498,Helwingia chinensis,Helwingia chinensis,Batalin,Helwingia,Helwingiaceae,Aquifoliales,asterids,20210301,"Ilaine, Mickey, Adrian, Eric",20020209,234,Asia,tree,0.1071
Hel_chi,1.5,0.121493521,0.970243898,8.680142669999999,0.1790275415,Helwingia chinensis,Helwingia chinensis,Batalin,Helwingia,Helwingiaceae,Aquifoliales,asterids,20210301,"Ilaine, Mickey, Adrian, Eric",20020209,234,Asia,tree,0.1071
Hib_sca,0.5,8.787592685,0.535394417,0.6410200895,0.7629417955,Hibbertia scandens,Hibbertia scandens,(Willd.) Dryand.,Hibbertia,Dilleniaceae,Dilleniales,rosids,20210809,"James, Lisa",NA,510,Australasia,climbing,0.2099
Hib_sca,1,6.609653234,0.724997421,0.8565191809999999,0.553598982,Hibbertia scandens,Hibbertia scandens,(Willd.) Dryand.,Hibbertia,Dilleniaceae,Dilleniales,rosids,20210809,"James, Lisa",NA,510,Australasia,climbing,0.2099
Hib_sca,1.5,0.033169415,0.9552844235,1.3084221445,0.543757321,Hibbertia scandens,Hibbertia scandens,(Willd.) Dryand.,Hibbertia,Dilleniaceae,Dilleniales,rosids,20210809,"James, Lisa",NA,510,Australasia,climbing,0.2099
Ill_lan,0.5,5.518203146,0.617518519,0.747017992,0.600471394,Illicium lanceolatum,Illicium lanceolatum,A.C. Sm.,Illicium,Schisandraceae,Austrobaileyales,basal angiosperms,20210301,"Ilaine, Mickey, Adrian, Eric",760212,239,Asia,tree,0.1363
Ill_lan,1,3.57056851,0.747775925,0.8369157774999999,0.5596339379999999,Illicium lanceolatum,Illicium lanceolatum,A.C. Sm.,Illicium,Schisandraceae,Austrobaileyales,basal angiosperms,20210301,"Ilaine, Mickey, Adrian, Eric",760212,239,Asia,tree,0.1363
Ill_lan,1.5,0.460226296,0.962345042,2.909906428,0.278287637,Illicium lanceolatum,Illicium lanceolatum,A.C. Sm.,Illicium,Schisandraceae,Austrobaileyales,basal angiosperms,20210301,"Ilaine, Mickey, Adrian, Eric",760212,239,Asia,tree,0.1363
Ite_ili,0.5,4.122046538499999,0.610489259,0.648663953,0.6637036035,Itea ilicifolia,Itea ilicifolia,Oliv.,Itea,Iteaceae,Saxifragales,basal eudicots,20210317,"Mickey, Ilaine, Adrian, Eric",860414,236,Asia,shrub,0.2588
Ite_ili,1,3.6550406095000003,0.6470973714999999,0.6958506685,0.6603517505000001,Itea ilicifolia,Itea ilicifolia,Oliv.,Itea,Iteaceae,Saxifragales,basal eudicots,20210317,"Mickey, Ilaine, Adrian, Eric",860414,236,Asia,shrub,0.2588
Ite_ili,1.5,2.340733716,0.790634434,0.828797334,0.6140338445,Itea ilicifolia,Itea ilicifolia,Oliv.,Itea,Iteaceae,Saxifragales,basal eudicots,20210317,"Mickey, Ilaine, Adrian, Eric",860414,236,Asia,shrub,0.2588
Kni_uva,0.5,4.0460541365000005,0.5931812144999999,27.131530415,0.095308275,Kniphofia uvaria,Kniphofia uvaria,(L.) Oken,Kniphofia,Asphodelaceae,Asparagales,monocots,20210208; 20210727,"Mickey, Ilaine, Ben; Ilaine, Ethan",340175,143,Africa,herb,0.0397
Kni_uva,1,0.7456802680000001,0.955567303,20.542553650000002,0.1062941935,Kniphofia uvaria,Kniphofia uvaria,(L.) Oken,Kniphofia,Asphodelaceae,Asparagales,monocots,20210208; 20210727,"Mickey, Ilaine, Ben; Ilaine, Ethan",340175,143,Africa,herb,0.0397
Kni_uva,1.5,0,0,9.491080677,0.302320076,Kniphofia uvaria,Kniphofia uvaria,(L.) Oken,Kniphofia,Asphodelaceae,Asparagales,monocots,20210208; 20210727,"Mickey, Ilaine, Ben; Ilaine, Ethan",340175,143,Africa,herb,0.0397
Lon_jap,0.5,4.128816015,0.68766346,0.5308973905000001,0.6492358815,Lonicera japonica,Lonicera japonica,Thunb.,Lonicera,Caprifoliaceae,Dipsacales,asterids,20210714; 20210825,"Ilaine, Sonoma, James, Lisa, Nguyen, Jason; Ilaine, Mickey",NA,427,Chinese medicinal garden,climbing,0.0239
Lon_jap,1,2.935513078,0.750862279,0.645749364,0.612353508,Lonicera japonica,Lonicera japonica,Thunb.,Lonicera,Caprifoliaceae,Dipsacales,asterids,20210714; 20210825,"Ilaine, Sonoma, James, Lisa, Nguyen, Jason; Ilaine, Mickey",NA,427,Chinese medicinal garden,climbing,0.0239
Lon_jap,1.5,0.842842971,0.929454311,1.488189272,0.434520312,Lonicera japonica,Lonicera japonica,Thunb.,Lonicera,Caprifoliaceae,Dipsacales,asterids,20210714; 20210825,"Ilaine, Sonoma, James, Lisa, Nguyen, Jason; Ilaine, Mickey",NA,427,Chinese medicinal garden,climbing,0.0239
Luz_niv,0.5,5.850235321,0.69609199,67.9540224,0.041951745,Luzula nivea,Luzula nivea,(Nathh.) DC.,Luzula,Juncaceae,Poales,monocots,20210526,"Mickey, Adrian,Gideon",20070141,704,Mediterranean,herb,0.0326
Luz_niv,1,0.867525603,0.998241283,55.79599945,0.050755908,Luzula nivea,Luzula nivea,(Nathh.) DC.,Luzula,Juncaceae,Poales,monocots,20210526,"Mickey, Adrian,Gideon",20070141,704,Mediterranean,herb,0.0326
Mag_che,0.5,2.3893113655000002,0.84999652,0.8504754600000001,0.6471318215,Magnolia chevalieri,Magnolia chevalieri,(Dandy) V.S. Kumar,Magnolia,Magnoliaceae,Magnoliales,basal angiosperms,20210224,"Ilaine, Mickey, Eric",20090506,236,Asia,tree,0.1608
Mag_che,1,1.136676834,0.844095173,1.0870246655,0.576090274,Magnolia chevalieri,Magnolia chevalieri,(Dandy) V.S. Kumar,Magnolia,Magnoliaceae,Magnoliales,basal angiosperms,20210224,"Ilaine, Mickey, Eric",20090506,236,Asia,tree,0.1608
Mag_che,1.5,0.079986482,0.929260242,3.955242791,0.391237038,Magnolia chevalieri,Magnolia chevalieri,(Dandy) V.S. Kumar,Magnolia,Magnoliaceae,Magnoliales,basal angiosperms,20210224,"Ilaine, Mickey, Eric",20090506,236,Asia,tree,0.1608
Mal_pal,0.5,7.215434593,0.572239027,0.6002321690000001,0.698655847,Malacothamnus palmeri,Malacothamnus palmeri,(S. Watson) Greene,Malacothamnus,Malvaceae,Malvales,rosids,20210706,"Mickey, Adrian, Lisa, James, Sophia",851139,23B,California,shrub,0.0906
Mal_pal,1,5.457486351,0.701850847,0.6295544409999999,0.6177182045,Malacothamnus palmeri,Malacothamnus palmeri,(S. Watson) Greene,Malacothamnus,Malvaceae,Malvales,rosids,20210706,"Mickey, Adrian, Lisa, James, Sophia",851139,23B,California,shrub,0.0906
Mal_pal,1.5,0.490614681,0.9608168165,0.698468861,0.2937511805,Malacothamnus palmeri,Malacothamnus palmeri,(S. Watson) Greene,Malacothamnus,Malvaceae,Malvales,rosids,20210706,"Mickey, Adrian, Lisa, James, Sophia",851139,23B,California,shrub,0.0906
Mel_maj,0.5,6.333848398,0.541796326,0.65662862,0.7675142835,Melianthus major,Melianthus major,L.,Melianthus,Francoaceae,Geraniales,rosids,20210222; 20210727,"Ilaine, Mickey, Adrian; Ilaine, Ethan",491818,145,Africa,shrub,0.0457
Mel_maj,1,4.995457857,0.684035874,0.6706146719999999,0.670924379,Melianthus major,Melianthus major,L.,Melianthus,Francoaceae,Geraniales,rosids,20210222; 20210727,"Ilaine, Mickey, Adrian; Ilaine, Ethan",491818,145,Africa,shrub,0.0457
Mel_maj,1.5,0.7485459565,0.9512882315,1.0243837199999999,0.373310869,Melianthus major,Melianthus major,L.,Melianthus,Francoaceae,Geraniales,rosids,20210222; 20210727,"Ilaine, Mickey, Adrian; Ilaine, Ethan",491818,145,Africa,shrub,0.0457
Met_dav,0.5,1.3762061965,0.7870537965,0.970268338,0.5553956705,Metapanax davidii,Metapanax davidii,(Franch.) J. Wen & Frodin,Metapanax,Araliaceae,Apiales,asterids,20210224,"Ilaine, Mickey, Eric",930209,236,Asia,tree,0.0328
